"id","event_name","parent_campaign","layer","default_visible","start_year","end_year","place_name","country_today","lat","lon","coord_source","coord_precision","geometry_type","site_role","perpetrator","succession_type","perpetrator_today","target_group","category","deaths_low","deaths_high","toll_basis","affected_low","affected_high","affected_measure","toll_note","evidence_tier","status","documentation_completeness","completeness_note","key_source","verification_status","verified_note","notes"
"EV0110","Crimean Tatar deportation (Surgun)","Soviet nationality deportations","core","TRUE","1944","1944","Crimea to Uzbekistan","Ukraine / Uzbekistan","","","","","route","victim_site","NKVD","","","Crimean Tatars","state terror","","","not_quantified","","","","","1","confirmed","not_assessed","","GKO decree 11 May 1944; Ukrainian Rada genocide recognition 2015","unverified","",""
"EV0111","Baltic deportations","Soviet nationality deportations","core","TRUE","1941","1949","Estonia, Latvia, Lithuania to Siberia","Baltic states / Russia","","","","","route","victim_site","NKVD/MGB","","","Baltic populations","state terror","","","not_quantified","","","","","1","confirmed","not_assessed","","Operation Priboi records; national archives","unverified","",""
"EV0112","Punitive psychiatry","Soviet political repression","core","TRUE","1960","1988","Serbsky Institute; special psychiatric hospitals","Former USSR","","","","","multi_point","victim_site","KGB and Ministry of Health","","","Dissidents","state terror","","","not_quantified","","","","","2","confirmed","not_assessed","","Bloch & Reddaway; WPA 1983 withdrawal","unverified","",""
"EV0113","Samashki massacre","First Chechen War","core","TRUE","1995","1995","Samashki","Russia","43.25","45.3","unverified_ai","settlement","point","victim_site","Russian Interior Ministry forces","","","Civilians","state terror","100","300","documented_estimate","","","","","2","confirmed","not_assessed","","Memorial Human Rights Centre","unverified","",""
"EV0114","Second Chechen War filtration and disappearances","Chechen wars","core","TRUE","1999","2009","Chechnya","Russia","","","","","region","victim_site","Russian federal forces","","","Chechen civilians","state terror","","","not_quantified","","","","","1","confirmed","not_assessed","","ECtHR judgments; Memorial","unverified","",""
"EV0115","Kristallnacht","Nazi persecution of Jews","core","TRUE","1938","1938","Germany and Austria, 1,400+ synagogues","Germany / Austria","","","","","multi_point","victim_site","SA, SS and party members","","","Jews","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","Heydrich telex; Nazi party records","unverified","","Synagogue locations give a dense pin layer"
"EV0116","Aktion T4","Nazi murder of disabled people","core","TRUE","1939","1941","Grafeneck, Brandenburg, Hartheim, Sonnenstein, Bernburg, Hadamar","Germany / Austria","48.2350","14.0500","fixture_dev","site","multi_point","victim_site","Nazi regime (Kanzlei des Fuhrers)","","","Disabled people and psychiatric patients","genocide","70273","","documented_estimate","","","","","1","confirmed","not_assessed","","Hartheim statistics document; Nuremberg Doctors Trial","unverified","","Six named killing centres plus feeder institutions"
"EV0117","Children's euthanasia and wild euthanasia","Nazi murder of disabled people","core","TRUE","1939","1945","Am Spiegelgrund and 30+ paediatric wards","Germany / Austria","","","","","multi_point","victim_site","Nazi regime and medical staff","","","Disabled children","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","Nuremberg Doctors Trial; Austrian inquiries","unverified","",""
"EV0118","Warsaw Ghetto","Nazi ghettos","core","TRUE","1940","1943","Warsaw","Poland","52.2450","20.9930","fixture_dev","site","point","victim_site","Nazi occupation","","","Jews","genocide","92000","","documented_estimate","","","","","1","confirmed","not_assessed","","Ringelblum Archive; USHMM Encyclopedia","unverified","","Deaths from starvation before deportation"
"EV0119","Lodz Ghetto","Nazi ghettos","core","TRUE","1940","1944","Lodz","Poland","51.7592","19.456","unverified_ai","settlement","point","victim_site","Nazi occupation","","","Jews and Roma","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","USHMM Encyclopedia of Camps and Ghettos","unverified","",""
"EV0120","Nazi ghetto system","Nazi ghettos","core","TRUE","1939","1945","1,150+ ghettos across occupied Europe","Multiple","","","","","multi_point","victim_site","Nazi occupation","","","Jews","genocide","","","not_quantified","","","","","1","confirmed","near_complete","USHMM Encyclopedia vol. II: 1,150+ ghettos","USHMM Encyclopedia vol. II","unverified","","Vol. II covers the full ghetto list"
"EV0121","Babi Yar massacre","Einsatzgruppen shootings","core","TRUE","1941","1941","Kyiv","Ukraine","50.4718","30.4494","fixture_dev","site","point","victim_site","Einsatzgruppe C and police","","","Jews of Kyiv","genocide","33771","","documented_estimate","","","","","1","confirmed","not_assessed","","Einsatzgruppen report 101; Nuremberg evidence","unverified","","Perpetrator's own report gives the figure"
"EV0122","Rumbula massacre","Einsatzgruppen shootings","core","TRUE","1941","1941","Rumbula, Riga","Latvia","56.9","24.2333","unverified_ai","site","point","victim_site","Einsatzgruppe A and Latvian auxiliaries","","","Jews of Riga","genocide","25000","","documented_estimate","","","","","1","confirmed","not_assessed","","Jeckeln testimony; Riga trial records","unverified","",""
"EV0123","Ponary (Paneriai) killings","Einsatzgruppen shootings","core","TRUE","1941","1944","Paneriai, Vilnius","Lithuania","54.6333","25.1833","unverified_ai","site","point","victim_site","Einsatzkommando and Ypatingasis burys","","","Jews and Poles","genocide","70000","100000","documented_estimate","","","","","1","confirmed","not_assessed","","Sakowicz diary; Soviet and Lithuanian inquiries","unverified","",""
"EV0124","Fort IX killings","Einsatzgruppen shootings","core","TRUE","1941","1944","Kaunas","Lithuania","54.9167","23.8667","unverified_ai","site","point","victim_site","Einsatzkommando 3","","","Jews","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","Jager Report 1941","unverified","","Jager Report is a perpetrator ledger by date and place"
"EV0125","Kamianets-Podilskyi massacre","Einsatzgruppen shootings","core","TRUE","1941","1941","Kamianets-Podilskyi","Ukraine","48.6845","26.5858","unverified_ai","settlement","point","victim_site","Einsatzgruppen and Order Police","","","Hungarian and local Jews","genocide","23600","","documented_estimate","","","","","1","confirmed","not_assessed","","Jeckeln report","unverified","",""
"EV0126","Holocaust by bullets","Einsatzgruppen shootings","core","TRUE","1941","1944","2,000+ execution sites in the occupied east","Multiple","","","","","multi_point","victim_site","Einsatzgruppen, Order Police, auxiliaries","","","Jews and Roma","genocide","1500000","2000000","documented_estimate","","","","","1","confirmed","partial","Yahad-In Unum has geolocated 2,000+ of an unknown larger total","Yahad-In Unum site database; Desbois","unverified","","Yahad-In Unum has geolocated sites with witness testimony"
"EV0127","Chelmno extermination camp","Operation Reinhard and extermination camps","core","TRUE","1941","1945","Chelmno nad Nerem","Poland","52.1533","18.7228","fixture_dev","site","point","victim_site","SS","","","Jews and Roma","genocide","152000","","documented_estimate","","","","","1","confirmed","not_assessed","","Bonn and Lodz trial records; USHMM","unverified","","First camp to use gas vans systematically"
"EV0128","Belzec extermination camp","Operation Reinhard and extermination camps","core","TRUE","1942","1943","Belzec","Poland","50.3800","23.4500","fixture_dev","site","point","victim_site","SS","","","Jews","genocide","434508","","documented_estimate","","","","","1","confirmed","not_assessed","","Hofle Telegram 1943; USHMM","unverified","","Hofle Telegram gives contemporaneous perpetrator figures"
"EV0129","Sobibor extermination camp","Operation Reinhard and extermination camps","core","TRUE","1942","1943","Sobibor","Poland","51.4472","23.5947","fixture_dev","site","point","victim_site","SS","","","Jews","genocide","170000","250000","documented_estimate","","","","","1","confirmed","not_assessed","","Hofle Telegram; Hagen trial records","unverified","",""
"EV0130","Treblinka extermination camp","Operation Reinhard and extermination camps","core","TRUE","1942","1943","Treblinka","Poland","52.6317","22.0517","fixture_dev","site","point","victim_site","SS","","","Jews","genocide","780863","925000","documented_estimate","","","","","1","confirmed","not_assessed","","Hofle Telegram; Dusseldorf trial records","unverified","",""
"EV0131","Auschwitz-Birkenau","Nazi concentration and extermination camps","core","TRUE","1940","1945","Oswiecim","Poland","50.0343","19.1780","fixture_dev","site","point","victim_site","SS","","","Jews, Roma, Poles, Soviet POWs","genocide","1100000","","documented_estimate","","","","","1","confirmed","not_assessed","","Piper, Auschwitz-Birkenau State Museum; Frankfurt trial","unverified","",""
"EV0132","Majdanek","Nazi concentration and extermination camps","core","TRUE","1941","1944","Lublin","Poland","51.2200","22.6000","fixture_dev","site","point","victim_site","SS","","","Jews, Poles, Soviet POWs","genocide","78000","","documented_estimate","","","","","1","confirmed","not_assessed","","Majdanek State Museum; Dusseldorf trial","unverified","",""
"EV0133","Nazi camp system","Nazi concentration and extermination camps","core","TRUE","1933","1945","44,000+ incarceration sites","Multiple","","","","","network","victim_site","Nazi regime","","","Jews, Roma, political prisoners, POWs, disabled, gay men and others","genocide","11000000","17000000","documented_estimate","","","","Around six million Jews, plus Roma, Soviet prisoners of war, Poles, disabled people, political prisoners and others. The upper figure follows USHMM's count of civilians and prisoners of war killed by the regime and its collaborators","1","confirmed","near_complete","USHMM Encyclopedia of Camps and Ghettos: 44,000+ sites across 7 volumes","USHMM Encyclopedia of Camps and Ghettos (7 vols, 44,000+ sites)","source_checked","USHMM Encyclopedia 44,000+ sites confirmed","Parent record; will dominate pin density, see completeness field"
"EV0134","Mauthausen and the Wiener Graben quarry","Nazi concentration camps","core","TRUE","1938","1945","Mauthausen","Austria","48.2589","14.5019","unverified_ai","site","point","victim_site","SS","","","Prisoners classified irredeemable","genocide","90000","","documented_estimate","","","","","1","confirmed","not_assessed","","USHMM; Mauthausen Memorial","unverified","",""
"EV0135","Ravensbruck","Nazi concentration camps","core","TRUE","1939","1945","Ravensbruck","Germany","53.19","13.17","unverified_ai","site","point","victim_site","SS","","","Women prisoners","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","Hamburg Ravensbruck trials; USHMM","unverified","","Site of sulfonamide experiments"
"EV0136","Mittelbau-Dora underground factory","Nazi forced labour","core","TRUE","1943","1945","Nordhausen","Germany","51.5333","10.75","unverified_ai","site","point","victim_site","SS and Mittelwerk GmbH","","","Prisoner labourers","genocide","20000","","documented_estimate","","","","","1","confirmed","not_assessed","","Dora trial 1947; USHMM","unverified","","Corporate involvement documented"
"EV0137","IG Farben Monowitz (Auschwitz III)","Nazi forced labour","core","TRUE","1942","1945","Monowice","Poland","50.0333","19.2833","unverified_ai","site","point","victim_site","IG Farben and SS","dissolved","Broken up into BASF, Bayer, Hoechst and Agfa","Prisoner labourers","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","IG Farben Trial, Nuremberg Military Tribunal VI","unverified","","Corporate convictions; tier 1"
"EV0138","Nazi medical experiments","Nazi human experimentation","core","TRUE","1939","1945","Auschwitz Block 10, Dachau, Ravensbruck, Natzweiler","Multiple","","","","","multi_point","victim_site","SS physicians","","","Prisoners","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","Nuremberg Doctors Trial 1946-47","unverified","","Trial record names sites, doctors and procedures"
"EV0139","Porajmos (Roma genocide)","Nazi genocide of Roma and Sinti","core","TRUE","1939","1945","Auschwitz Zigeunerlager; Lety; Jasenovac","Multiple","","","","","multi_point","victim_site","Nazi regime and allies","","","Roma and Sinti","genocide","250000","500000","documented_estimate","","","","","1","confirmed","not_assessed","","USHMM; Council of Europe","unverified","",""
"EV0140","Hunger Plan and Soviet POW deaths","Nazi occupation of the East","core","TRUE","1941","1945","Ostarbeiter and POW camps; besieged cities","Multiple","","","","","region","victim_site","Wehrmacht and Nazi administration","","","Soviet POWs and civilians","genocide","3300000","","documented_estimate","","","","","1","confirmed","not_assessed","","Backe memorandum; Streit, Keine Kameraden","unverified","","Deliberate starvation policy, documented in advance"
"EV0141","Siege of Leningrad","German-Soviet war","core","TRUE","1941","1944","Leningrad (St Petersburg)","Russia","59.9311","30.3609","unverified_ai","settlement","point","victim_site","Wehrmacht","","","City population","genocide","800000","1000000","documented_estimate","","","","","2","confirmed","not_assessed","","Bidlack & Lomagin","unverified","","Starvation of a city as explicit policy"
"EV0142","Generalplan Ost and Zamosc expulsions","Nazi occupation of the East","core","TRUE","1942","1943","Zamosc region","Poland","","","","","region","victim_site","SS and RKFDV","","","Polish villagers","genocide","","","not_quantified","","","","","1","confirmed","not_assessed","","Generalplan Ost documents; Nuremberg RuSHA Trial","unverified","",""
"EV0143","Lidice","Nazi reprisal massacres","core","TRUE","1942","1942","Lidice","Czech Republic","50.1436","14.1889","fixture_dev","site","point","victim_site","SS and Gestapo","","","Village population","genocide","340","","documented_estimate","","","","","1","confirmed","not_assessed","","Nuremberg evidence; Czech records","unverified","",""
"EV0144","Oradour-sur-Glane","Nazi reprisal massacres","core","TRUE","1944","1944","Oradour-sur-Glane","France","45.9333","1.0333","fixture_dev","site","point","victim_site","2nd SS Panzer Division","","","Village population","genocide","642","","documented_estimate","","","","","1","confirmed","not_assessed","","Bordeaux trial 1953; preserved site","unverified","",""
"EV0145","Marzabotto (Monte Sole)","Nazi reprisal massacres","core","TRUE","1944","1944","Marzabotto","Italy","44.3444","11.205","unverified_ai","settlement","point","victim_site","16th SS Panzergrenadier Division","","","Village populations","genocide","770","","documented_estimate","","","","","1","confirmed","not_assessed","","Italian military tribunal convictions","unverified","",""
"EV0146","Distomo","Nazi reprisal massacres","core","TRUE","1944","1944","Distomo","Greece","38.4283","22.67","unverified_ai","settlement","point","victim_site","SS Police Regiment 4","","","Village population","genocide","218","","documented_estimate","","","","","1","confirmed","not_assessed","","Greek court judgments; ICJ Germany v Italy context","unverified","",""
"EV0147","Kalavryta","Nazi reprisal massacres","core","TRUE","1943","1943","Kalavryta","Greece","38.0322","22.1103","unverified_ai","settlement","point","victim_site","117th Jager Division","","","Male population","genocide","499","","documented_estimate","","","","","1","confirmed","not_assessed","","German and Greek records","unverified","",""
"EV0148","Wola massacre","Warsaw Uprising reprisals","core","TRUE","1944","1944","Wola, Warsaw","Poland","52.2350","20.9700","fixture_dev","site","point","victim_site","SS and Dirlewanger Brigade","","","Civilians","genocide","40000","50000","documented_estimate","","","","","2","confirmed","not_assessed","","Polish IPN investigations","unverified","",""
"EV0149","Jasenovac camp complex","Ustase genocide","core","TRUE","1941","1945","Jasenovac","Croatia","45.2761","16.9128","unverified_ai","site","point","victim_site","Ustase regime","","","Serbs, Jews, Roma, political opponents","genocide","77000","100000","documented_estimate","","","","","1","confirmed","not_assessed","","Jasenovac Memorial Site victim list; USHMM","unverified","","Toll politically contested; use the named-victim list as the floor"
"EV0150","Iasi pogrom","Romanian Holocaust","core","TRUE","1941","1941","Iasi and the death trains","Romania","","","","","multi_point","victim_site","Romanian army, police and mobs","","","Jews","genocide","13266","","documented_estimate","","","","","1","confirmed","not_assessed","","Wiesel Commission report 2004","unverified","",""
"EV0151","Transnistria deportations and Bogdanovka","Romanian Holocaust","core","TRUE","1941","1944","Bogdanovka, Domanivka, Odesa region","Ukraine","","","","","multi_point","victim_site","Romanian administration","","","Jews and Roma","genocide","280000","380000","documented_estimate","","","","","1","confirmed","not_assessed","","Wiesel Commission report 2004","unverified","",""
"EV0152","Hungarian deportations of 1944","Holocaust in Hungary","core","TRUE","1944","1944","Hungary to Auschwitz","Hungary","","","","","route","victim_site","Hungarian gendarmerie and Eichmann Sonderkommando","","","Hungarian Jews","genocide","430000","","documented_estimate","","","","","1","confirmed","not_assessed","","Auschwitz Protocols; Braham","unverified","",""
"EV0153","Danube bank shootings","Holocaust in Hungary","core","TRUE","1944","1945","Budapest","Hungary","47.4979","19.0402","unverified_ai","settlement","point","victim_site","Arrow Cross","","","Jews","genocide","","","not_quantified","","","","","2","confirmed","not_assessed","","Budapest memorial; Braham","unverified","",""
"EV0154","Dutch Hunger Winter","Nazi occupation of the Netherlands","core","TRUE","1944","1945","Western Netherlands","Netherlands","","","","","region","victim_site","German occupation authorities","","","Dutch civilians","genocide","18000","22000","documented_estimate","","","","","1","confirmed","not_assessed","","Dutch state archives; Banning","unverified","","Food embargo imposed as reprisal"
"EV0155","Expulsion of Germans from Eastern Europe","Post-war population transfers","core","TRUE","1945","1950","Silesia, Sudetenland, East Prussia","Multiple","","","","","region","victim_site","Postwar governments and militias","","","Ethnic Germans","genocide","","","not_quantified","","","","","2","contested","not_assessed","","Potsdam Agreement; Douglas, Orderly and Humane","unverified","",""
"EV0156","Bleiburg repatriations","Yugoslav post-war reprisals","core","TRUE","1945","1945","Bleiburg and death marches into Yugoslavia","Austria / Slovenia / Croatia","","","","","route","victim_site","Yugoslav Partisans","","","Croatian and other retreating forces and civilians","genocide","","","not_quantified","","","","","2","contested","not_assessed","","Slovenian Commission on Concealed Mass Graves","unverified","","Toll politically contested"
"EV0157","Francoist repression and mass graves","Spanish Civil War and dictatorship","core","TRUE","1936","1975","2,500+ mass graves nationwide","Spain","","","","","multi_point","victim_site","Francoist state","","","Republicans","genocide","114000","","documented_estimate","","","","","1","confirmed","extensive","Spanish Ministry of Justice grave map: 2,500+ sites","Spanish Ministry of Justice mass grave map; ARMH","unverified","","Official grave map exists and is downloadable"
"EV0158","Nanjing massacre","Second Sino-Japanese War","core","TRUE","1937","1938","Nanjing","China","32.0603","118.7969","fixture_dev","site","point","victim_site","Imperial Japanese Army","","","Chinese civilians and POWs","war crimes","40000","300000","documented_estimate","","","","","1","confirmed","not_assessed","","IMTFE judgment 1948; Nanjing War Crimes Tribunal","unverified","","Range is wide and politically contested; show both endpoints"
"EV0159","Unit 731 biological warfare programme","Japanese human experimentation","core","TRUE","1935","1945","Pingfang, Harbin","China","45.6","126.6333","unverified_ai","site","point","victim_site","Imperial Japanese Army","","","Chinese, Soviet and Korean prisoners","war crimes","","","not_quantified","","","","","1","confirmed","not_assessed","","Khabarovsk Trial 1949; Japanese and US archives","unverified","","Also field-tested on cities: Ningbo, Changde"
"EV0160","Comfort women system","Japanese military sexual slavery","core","TRUE","1932","1945","Comfort stations across occupied Asia","Multiple","","","","","multi_point","victim_site","Imperial Japanese Army","","","Korean, Chinese, Filipina, Dutch, Indonesian women","war crimes","","","not_quantified","","","","","1","confirmed","sparse","Station locations partly catalogued by Korean researchers; most unrecorded","Coomaraswamy Report 1996; Batavia trials 1948","unverified","","Station locations have been partly catalogued by Korean researchers"
"EV0161","Sook Ching massacre","Japanese occupation of Singapore and Malaya","core","TRUE","1942","1942","Singapore and Malaya","Singapore / Malaysia","","","","","multi_point","victim_site","Imperial Japanese Army (Kempeitai)","","","Chinese men","war crimes","25000","50000","documented_estimate","","","","","1","confirmed","not_assessed","","Singapore war crimes trial 1947","unverified","",""
"EV0162","Bataan Death March","Japanese treatment of POWs","core","TRUE","1942","1942","Bataan to Camp O'Donnell","Philippines","","","","","route","victim_site","Imperial Japanese Army","","","US and Filipino POWs","war crimes","5000","18000","documented_estimate","","","","","1","confirmed","not_assessed","","IMTFE; Homma trial","unverified","",""
"EV0163","Manila massacre","Japanese occupation of the Philippines","core","TRUE","1945","1945","Manila","Philippines","14.5995","120.9842","unverified_ai","settlement","point","victim_site","Imperial Japanese naval forces","","","Filipino civilians","war crimes","100000","","documented_estimate","","","","","1","confirmed","not_assessed","","Yamashita trial 1945","unverified","",""
"EV0164","Three Alls policy (Sanko Sakusen)","Second Sino-Japanese War","register","FALSE","1940","1945","North China","China","","","","","unmapped","victim_site","Imperial Japanese Army","","","Rural population","war crimes","2700000","","documented_estimate","","","","Himeta's estimate for the campaign. Total Chinese deaths in the war with Japan are usually put at 15 to 20 million, of which this is one component","2","confirmed","not_assessed","","Himeta; Japanese military records","unverified","","Kill all, burn all, loot all"
"EV0165","Sandakan death marches","Japanese treatment of POWs","core","TRUE","1945","1945","Sandakan to Ranau, Borneo","Malaysia","","","","","route","victim_site","Imperial Japanese Army","","","Australian and British POWs","war crimes","2345","","documented_estimate","","","","","1","confirmed","not_assessed","","Australian war crimes trials","unverified","","Six survivors of about 2,400"
"EV0166","Partition violence","Partition of India","register","FALSE","1947","1948","Punjab, Bengal, Delhi","India / Pakistan","","","","","unmapped","victim_site","Communal militias on all sides","","","Hindus, Muslims, Sikhs","state mass killing","200000","2000000","documented_estimate","","","","","2","confirmed","not_assessed","","Butalia; Khan, The Great Partition","unverified","","No single perpetrator; structure accordingly"
"EV0167","Jeju 4.3 uprising suppression","South Korean state violence","core","TRUE","1948","1949","Jeju Island","South Korea","","","","","region","victim_site","South Korean forces and militias","","","Jeju residents","state mass killing","14000","30000","documented_estimate","","","","","1","confirmed","not_assessed","","Jeju 4.3 Truth Commission report 2003","unverified","","Presidential apology 2003"
"EV0168","Bodo League massacre","Korean War","core","TRUE","1950","1950","Nationwide, 100+ sites","South Korea","","","","","multi_point","victim_site","South Korean government forces","","","Suspected leftists","state mass killing","60000","200000","documented_estimate","","","","","1","confirmed","partial","Korean TRC identified 100+ sites; excavation incomplete","Truth and Reconciliation Commission of Korea 2005-10","unverified","",""
"EV0169","No Gun Ri killings","Korean War","core","TRUE","1950","1950","No Gun Ri","South Korea","36.2167","127.8667","unverified_ai","site","point","victim_site","US Army","","","Refugees","state mass killing","163","400","documented_estimate","","","","","1","confirmed","not_assessed","","US Army Inspector General review 2001; Korean TRC","unverified","",""
"EV0170","February 28 incident and White Terror","Kuomintang rule in Taiwan","core","TRUE","1947","1987","Taipei and nationwide; Green Island","Taiwan","","","","","multi_point","victim_site","Kuomintang government","","","Taiwanese civilians and dissidents","state mass killing","18000","28000","documented_estimate","","","","","1","confirmed","not_assessed","","Executive Yuan 228 report 1992; Transitional Justice Commission","unverified","",""
"EV0171","Chinese land reform campaign","Chinese Communist consolidation","register","FALSE","1947","1952","Rural China","China","","","","","unmapped","victim_site","Chinese Communist Party","","","Landlords and rich peasants","state mass killing","1000000","2000000","documented_estimate","","","","","2","confirmed","not_assessed","","Yang Kuisong; party archives","unverified","",""
"EV0172","Anti-Rightist Campaign","Maoist political campaigns","core","TRUE","1957","1959","Nationwide; Jiabiangou","China","","","","","multi_point","victim_site","Chinese Communist Party","","","Intellectuals and cadres","state mass killing","","","not_quantified","","","","","2","confirmed","not_assessed","","Yang Jisheng; Jiabiangou survivor accounts","unverified","","Jiabiangou camp is a specific pinnable site"
"EV0173","Great Leap Forward famine","Maoist political campaigns","core","TRUE","1959","1961","Nationwide; Xinyang, Tongwei, Anhui, Sichuan","China","","","","","region","victim_site","Chinese Communist Party","","","Rural population","state mass killing","15000000","45000000","documented_estimate","","","","","2","confirmed","sparse","County gazetteer coverage concentrated where archives opened: Henan, Anhui, Sichuan, Gansu","Yang Jisheng, Tombstone; Dikotter; county gazetteers","unverified","","Site-level evidence concentrated where archives opened; flag coverage bias"
"EV0174","Xinyang incident","Great Leap Forward famine","core","TRUE","1959","1961","Xinyang, Henan","China","","","","","region","victim_site","Provincial party leadership","","","Rural population","state mass killing","1000000","","documented_estimate","","","","","2","confirmed","not_assessed","","Yang Jisheng; internal party investigation 1960","unverified","","Grain was in the granaries; exit from villages was blocked"
"EV0175","Cultural Revolution killings","Maoist political campaigns","core","TRUE","1966","1976","Nationwide; Guangxi, Daoxian, Inner Mongolia","China","","","","","region","victim_site","Red Guards, militias, party organs","","","Class enemies and ethnic minorities","state mass killing","1000000","3000000","documented_estimate","","","people persecuted, struggled against or purged: tens of millions","Walder and Su model 1.1 to 1.6 million deaths in rural areas alone. Song Yongyi's upper estimates reach three million","2","contested","sparse","Guangxi and Daoxian annals only; most provinces unstudied","Song Yongyi; Guangxi county annals","unverified","","Guangxi annals record cannibalism cases"
"EV0176","Laogai camp system","Chinese penal labour","core","TRUE","1949","2013","Nationwide","China","","","","","network","victim_site","Chinese state","","","Prisoners","state mass killing","","","not_quantified","","","","","2","confirmed","sparse","Laogai Research Foundation list is partial and dated","Laogai Research Foundation; Wu Hongda","unverified","","Site data weaker than for the Gulag"
"EV0177","Tibetan uprising suppression and monastery destruction","Chinese rule in Tibet","core","TRUE","1959","1976","Lhasa and across Tibet","China","","","","","region","victim_site","People's Liberation Army","","","Tibetans","state mass killing","","","not_quantified","","","","","2","contested","not_assessed","","ICJ 1960 report; Shakya","unverified","",""
"EV0178","Indonesian mass killings","Indonesian anti-communist purge","core","TRUE","1965","1966","Java, Bali, North Sumatra","Indonesia","","","","","region","victim_site","Army and allied militias","","","PKI members and alleged sympathisers","state mass killing","500000","3000000","documented_estimate","","","people imprisoned without trial: around 1 million","The lower figure is the common scholarly estimate; army-sourced and later revisionist counts reach three million","1","contested","sparse","No site inventory; grave locations largely unexhumed","International People's Tribunal 2016; Komnas HAM 2012 report","unverified","","Declassified US embassy cables add documentation"
"EV0179","East Timor occupation","Indonesian occupation of East Timor","core","TRUE","1975","1999","Timor-Leste; Santa Cruz cemetery","Timor-Leste","","","","","region","victim_site","Indonesian armed forces","","","East Timorese","state mass killing","102800","183000","documented_estimate","","","","","1","confirmed","not_assessed","","CAVR Chega! report 2005","unverified","","Truth commission gives a rigorous demographic estimate"
"EV0180","Santa Cruz massacre","Indonesian occupation of East Timor","core","TRUE","1991","1991","Santa Cruz cemetery, Dili","Timor-Leste","-8.5622","125.5889","unverified_ai","site","point","victim_site","Indonesian armed forces","","","Mourners and protesters","state mass killing","250","","documented_estimate","","","","","1","confirmed","not_assessed","","CAVR; filmed evidence","unverified","",""
"EV0181","Operation Searchlight and the 1971 genocide","Bangladesh Liberation War","core","TRUE","1971","1971","Dhaka, Chuknagar, Jessore and nationwide","Bangladesh","","","","","region","victim_site","Pakistan Army and allied militias","","","Bengalis, especially Hindus and intellectuals","state mass killing","300000","3000000","documented_estimate","","","","","2","confirmed","not_assessed","","ICT-BD judgments; Bass, The Blood Telegram","unverified","","Toll heavily contested between Bangladeshi and Pakistani accounts"
"EV0182","Hue massacre","Vietnam War","core","TRUE","1968","1968","Hue","Vietnam","16.4637","107.5909","unverified_ai","settlement","point","victim_site","PAVN and Viet Cong forces","","","Civilians and officials","state mass killing","2800","6000","documented_estimate","","","","","2","contested","not_assessed","","Mass grave excavations; contested scholarship","unverified","",""
"EV0183","My Lai massacre","Vietnam War","core","TRUE","1968","1968","Son My, Quang Ngai","Vietnam","15.1794","108.8672","unverified_ai","site","point","victim_site","US Army (Charlie Company)","","","Villagers","state mass killing","347","504","documented_estimate","","","","","1","confirmed","not_assessed","","Peers Inquiry 1970; Calley court-martial","unverified","",""
"EV0184","Agent Orange spraying","Vietnam War","core","TRUE","1961","1971","South Vietnam and Laos","Vietnam / Laos","","","","","region","victim_site","US military","","","Rural population","state mass killing","","","not_quantified","3000000","4800000","Vietnamese exposed, by Vietnamese government estimate","Causation is legally recognised for US veterans through the VA presumptive list and contested for Vietnamese claimants","2","contested","not_assessed","","Institute of Medicine reviews; VA presumptive list","unverified","","Health effects legally recognised for US veterans, contested for Vietnamese"
"EV0185","Khmer Rouge genocide","Democratic Kampuchea","core","TRUE","1975","1979","Nationwide; 390+ genocide sites","Cambodia","","","","","network","victim_site","Communist Party of Kampuchea","","","Urban population, minorities, perceived enemies","state mass killing","1700000","2200000","documented_estimate","","","","Around a fifth to a quarter of the entire population, the highest proportional toll of any twentieth century event in this file","1","confirmed","near_complete","DC-Cam: 390+ genocide sites, 19,733 grave pits, 197 prisons","ECCC judgments; DC-Cam (19,733 mass graves, 197 prisons)","source_checked","DC-Cam 19,733 pits / 390 sites / 197 prisons confirmed","Best site-level dataset of any 20th century genocide"
"EV0186","Tuol Sleng (S-21)","Khmer Rouge genocide","core","TRUE","1975","1979","Phnom Penh","Cambodia","11.5494","104.9177","fixture_dev","site","point","victim_site","Santebal security police","","","Detainees","state mass killing","12000","20000","documented_estimate","","","","","1","confirmed","not_assessed","","ECCC Case 001 judgment (Duch); S-21 archive","unverified","","Prisoner records survive nearly intact"
"EV0187","Choeung Ek killing field","Khmer Rouge genocide","core","TRUE","1977","1979","Choeung Ek","Cambodia","11.4842","104.9020","fixture_dev","site","point","victim_site","Santebal","","","Detainees from S-21","state mass killing","8895","","documented_estimate","","","","","1","confirmed","not_assessed","","Exhumation records; ECCC","unverified","","Figure is exhumed remains, not total"
"EV0188","Thammasat University massacre","Thai state violence","core","TRUE","1976","1976","Bangkok","Thailand","13.757","100.4917","unverified_ai","site","point","victim_site","Police, paramilitaries and royalist mobs","","","Student protesters","state mass killing","46","100","documented_estimate","","","","","2","confirmed","not_assessed","","Thai inquiries; photographic record","unverified","",""
